Site,Type,Industry,Skill,Designation,Cost
ITO,Back Fill,IT,Oracle DBA,Senior Principal Consultant,511043.4115
HYD,Growth,IT,PMO,Senior Principal Consultant,953424.2715
HYD,Growth,IT,Practice Lead/SME - Oracle Apps DBA + FMW,Senior Principal Consultant,668807.6541
HYD,Growth,Hyderabad,Share Point,Senior Principal Consultant,652653.099
HYD,Backfill,IT,Oracle Apps,Senior Project Manager,75164.25988
MUM,Growth,IT,Business Analyst,Sr Consultant,212986.8234
MUM,Growth,Big 4,CAG,Sr Consultant,691636.1694
NCR,Backfill,Big 4,Compliance,Sr Consultant,837374.3228
BLR,Growth,Audit consulting,Internal Audit,Sr Consultant,321093.4074
NCR,Backfill,BFSI,Internal Audit,Sr Consultant,365265.5256
NCR,Growth,Consulting,Internal Audit,Sr Consultant,788042.3124
NCR,Backfill,Consulting,Internal Audit,Sr Consultant,559145.9654
NCR,Backfill,Consulting,Internal Audit,Sr Consultant,73604.05393
MUM,Backfill,Hotel,Internal Audit,Sr Consultant,317144.2375
MUM,Growth,Manufacturing & trading,Internal Audit,Sr Consultant,284933.2895
MUM,Growth,BFSI,ITGC,Sr Consultant,215608.1454
NCR,Backfill,IT/Ites,ITGC,Sr Consultant,674031.0103
NCR,Growth,BFSI,ORM,Sr Consultant,262912.1158
NCR,Growth,BFSI,ORM,Sr Consultant,242946.3591
NCR,Growth,BFSIq,ORM,Sr Consultant,689981.1396
NCR,Backfill,Analytics,SAS,Sr Consultant,803674.8455
SDS,Growth,Bangalore,.net,Sr. Manager,1590917.983
SDS,Growth,Tata Interactive Systems-,"Graphic Designer,Project management,Other",Sr. Manager,989601.8418
SDS,Growth,PWC-Consulting/ Analytics,Market Research,Sr. Manager,9984.975289
NCR,Growth,Others-,Modeling & Mining,Sr. Manager,1735249.177
SDS,Backfill,Gurgaon,Other,Sr. Manager,565717.454
NCR,Backfill,Others-,other,Sr. Manager,714373.6303
NCR,Backfill,Others-,Other,Sr. Manager,227352.3162
SDS,Growth,Bangalore,Risk Data Analysis,Sr. Manager,1276457.933
SDS,Growth,Pune,Statistical Modeling,Sr. Manager,1854930.603
